"ID","Glottocode","Language","Forms","SG ~ PL","Meaning","Semantic_Category","Semantic_Subcategory","Bipartite_vs_Tripartite","Alternation_Type","Handling_Shape","Comment"
955,"ticu1245","Ticuna","ta̋-ègu ~ wò-ègu","SG ~ PL","return","motion","deictic","bipartite","suppletion","no",
956,"ticu1245","Ticuna","ṹ ~ i ̃̂","SG ~ PL","go/come","motion",,"bipartite","suppletion","no",
957,"ticu1245","Ticuna","ǘ-ku ~ chó-ku","SG ~ PL","enter","motion","directional","bipartite","suppletion","no",
958,"ticu1245","Ticuna","ṹ-ʼü̃ ~ chó-ʼü̃","SG ~ PL","exit","motion","directional","bipartite","suppletion","no",
959,"tlin1245","Tlingit","gut ~ .at","SG ~ PL","walk","motion","manner","bipartite","suppletion","no",
960,"tlin1245","Tlingit","ḵin ~ yich","SG ~ PL","fly","motion","manner","bipartite","suppletion","no",
961,"tlin1245","Tlingit","xix ~ lu-guḵ","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
962,"toho1245","Tohono Oʼodham","dádɨ· ~ ɲɨ́ʔi","SG ~ PL","fly","motion","manner","bipartite","suppletion","no","also jump"
963,"tonk1249","Tonkawa","daclo· ~ cilwe-","SG ~ PL","wander","motion","manner","bipartite","suppletion","no",
964,"tonk1249","Tonkawa","ha·- ~ da·-","SG ~ PL","move","motion",,"bipartite","suppletion","no","not an independent verb root, but combines with other elements to make many verbs"
965,"tonk1249","Tonkawa","ya·de- ~ 'eida-","SG ~ PL","come","motion","deictic","bipartite","suppletion","no",
966,"tuni1252","Tunica","-sa ~ -tani","SG ~ PL","come","motion","deictic","bipartite","suppletion","no",
967,"tuni1252","Tunica","-ya/-wa ~ -laši","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
968,"uppe1439","Upper Chehalis","wə́q̓- ~ ʔax̣ʷá-","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
969,"uppe1439","Upper Chehalis","yə́lkʷ- ~ sə́p-","SG ~ PL","fall","motion","directional; manner","bipartite","suppletion","no",
970,"uppe1439","Upper Chehalis","yə́p- (?) ~ t̓ə́yc̓-","SG ~ PL","walk","motion","manner","bipartite","suppletion","no","also travel"
971,"urni1239","Urningangg","-rly ~ -ny","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
972,"wapp1239","Wappo","(kúwɛ) hokúwala ~ holɛ́aya","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
973,"wapp1239","Wappo","hotcɔ́hala ~ hotcó'mɛ","SG ~ PL","walk","motion","manner","bipartite","suppletion","no",
974,"wapp1239","Wappo","púliya ~ hosíwɛlki","SG ~ PL","go away","motion","deictic","bipartite","suppletion","no",
975,"wapp1239","Wappo","ts'ulɛ́'sɛ ~ pɔ́kci","SG ~ PL","come out","motion","deictic; directional","bipartite","suppletion","no",
976,"wari1268","Wari","hwet ~ hwerehwet","SG ~ PL","approach/leave/appear","motion",,"bipartite","regular",,"-rV(CV)- infixation"
977,"wari1268","Wari","mao ~ mama'","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
978,"wari1268","Wari","mo ~ yein/yeriyein, iriyein","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
979,"wari1268","Wari","napat, yapat ~ naparapat, yaparapat","SG ~ PL","walk through bush","motion",,"bipartite","regular",,"-rV(CV)- infixation"
980,"wari1268","Wari","pan kam ~ pan karakam","SG ~ PL","swim across","motion",,"bipartite","regular",,"-rV(CV)- infixation"
981,"wari1268","Wari","pan' ~ kamara'","SG ~ PL","fall","motion","directional; manner","bipartite","suppletion","no",
982,"wari1268","Wari","tahwet, tahet ~ tahwerehwet, tarehet","SG ~ PL","come out of the bush/leave","motion",,"bipartite","regular",,"-rV(CV)- infixation"
983,"wari1268","Wari","takam' ~ takarakam'","SG ~ PL","cross","motion",,"bipartite","regular",,"-rV(CV)- infixation"
984,"wari1268","Wari","taki' ~ toin","SG ~ PL","fly","motion","manner","bipartite","suppletion","no",
985,"wari1268","Wari","tapan ~ taparapan","SG ~ PL","climb","motion",,"bipartite","regular",,"-rV(CV)- infixation"
986,"wari1268","Wari","wa' ~ tan'","SG ~ PL","arrive","motion","deictic","bipartite","suppletion","no",
987,"wari1268","Wari","weo ~ wereweo","SG ~ PL","cross","motion",,"bipartite","regular",,"-rV(CV)- infixation"
988,"wari1268","Wari","xut, tut ~ xuruxut, turutut","SG ~ PL","walk","motion","manner","bipartite","regular",,"-rV(CV)- infixation"
989,"wash1253","Washo","k̓uyéʔeš ~ šíʔiš","SG ~ PL","swim","motion","manner","bipartite","suppletion","no","same plural form as 'fly', and similar sg form (prefix difference)"
990,"wash1253","Washo","múʔuš ~ yeŋíʔiš","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
991,"wash1253","Washo","piti ~ diti","SG ~ PL","fall off","motion","directional; manner; deictic","bipartite","suppletion","no",
992,"wash1253","Washo","piwe ~ heti","SG ~ PL","fall over","motion","directional; manner","bipartite","suppletion","no",
993,"wash1253","Washo","yéʔeš ~ šíʔiš","SG ~ PL","fly","motion","manner","bipartite","suppletion","no",
994,"west2632","Western Keres","-'jíy̓u0(N) ~ -qáiy̓u ~ -áay̓u","SG ~ DU ~ PL","fly","motion","manner","tripartite","suppletion","no",
995,"west2632","Western Keres","-âanaẓədeyaW ~ -qjéeyáan ~ -jéʔegúy̓a","SG ~ DU ~ PL","walk","motion","manner","tripartite","suppletion","no","be walking in the grammar"
996,"west2632","Western Keres","-ə:'dyaaN ~ -âaʔadyaaN ~ (unattested)","SG ~ DU ~ PL","step down","motion","directional","tripartite","suppletion","no",
997,"west2632","Western Keres","-əyaN ~ -a̓ayaN ~ -jéeyaN","SG ~ DU ~ PL","climb","motion","manner","tripartite","suppletion","no",
998,"west2632","Western Keres","-jaʔac̓íN ~ -âaʔác̓iN ~ -jéedyuB","SG ~ DU ~ PL","arrive","motion","deictic","tripartite","suppletion","no",
999,"west2632","Western Keres","-jípəteeʔedyə ~ -qápəteeʔepədyə ~ -qjiépəteeʔedyəM-eeD","SG ~ DU ~ PL","rise","motion",,"tripartite","suppletion","no",
1000,"west2632","Western Keres","-Júyádyu ~ -qáiyádyu ~ -áiẓádyu","SG ~ DU ~ PL","pass by","motion","directional","tripartite","suppletion","no",
1001,"west2632","Western Keres","-u̓:bəN ~ -âaʔabəN ~ -je̓ebəN","SG ~ DU ~ PL","enter","motion","directional","tripartite","suppletion","no",
1002,"west2632","Western Keres","-û:m̓əN ~ -ûum̓əN ~ -jêem̓əN","SG ~ DU ~ PL","leave","motion","deictic","tripartite","suppletion","no",
1003,"west2632","Western Keres","-ûuẓaʔabəN ~ -a̓uẓa̓abəN ~ -qje̓eẓa̓abəN-iiD","SG ~ DU ~ PL","fall in","motion","directional; manner","tripartite","suppletion","no","this may be derived predictably from 'fall off' or vice versa"
1004,"west2632","Western Keres","-ûuẓaʔač̓a ~ -a̓uẓa̓ač̓a ~ (unattested)","SG ~ DU ~ PL","fall off","motion","directional; manner; deictic","tripartite","suppletion","no","this may be derived predictably from 'fall in' or vice versa"
1005,"west2632","Western Keres","zu̓u- ~ -qje̓eyup̓ ~ -jeʔéguY","SG ~ DU ~ PL","go","motion","deictic","tripartite","suppletion","no",
1006,"wich1260","Wichita","iwaʔeha ~ kekweʔeha","SG ~ PL","fall over","motion","directional; manner","bipartite","suppletion","no",
1007,"yana1271","Yana","ba- ~ su-...-ʔa","SG ~ PL","run","motion","manner","bipartite","suppletion","no",
1008,"yana1271","Yana","ha- ~ han-","SG ~ PL","go (F)","motion","deictic","bipartite","suppletion","no","the go verb differentiates M and F subjects; this is a parameter that has nothing to do with sg-pl, we are entering it as two separate verbs, in order to be consistent with how we have counted posture pairs when there was several sg roots for sit, stand and/or lie but one plural form only,"
1009,"yana1271","Yana","hii- ~ pii-","SG ~ PL","go, move","motion",,"bipartite","suppletion","no","also move; hii- vs yaa- in Mithun (2022:387)"
1010,"yana1271","Yana","ni- ~ han-","SG ~ PL","go (M)","motion","deictic","bipartite","suppletion","no","the go verb differentiates M and F subjects; this is a parameter that has nothing to do with sg-pl, we are entering it as two separate verbs, in order to be consistent with how we have counted posture pairs when there was several sg roots for sit, stand and/or lie but one plural form only,"
1011,"yaqu1251","Yaqui","buite (or wante?) ~ tenne","SG ~ PL","run (away)","motion","manner","bipartite","suppletion","no",
1012,"yaqu1251","Yaqui","kibake ~ kiimu","SG ~ PL","enter","motion","directional","bipartite","suppletion","no",
1013,"yaqu1251","Yaqui","síme ~ sája, saka","SG ~ PL","go","motion","deictic","bipartite","suppletion","no","Also derives 'carry' with nuk-"
1014,"yaqu1251","Yaqui","weama ~ rejte","SG ~ PL","go to/walk","motion","deictic","bipartite","suppletion","no",
1015,"yaqu1251","Yaqui","weche ~ watte","SG ~ PL","fall","motion","directional; manner","bipartite","suppletion","no",
1016,"yaqu1251","Yaqui","weye ~ kaate","SG ~ PL","walk","motion","manner","bipartite","suppletion","no",
1017,"yaqu1251","Yaqui","yepsa ~ yaja","SG ~ PL","arrive","motion","deictic","bipartite","suppletion","no",
1018,"yaum1237","Yau (Morobe Province)","na, ga, tan ~ handan","SG ~ PL","follow","motion","deictic","bipartite","suppletion","no",
1019,"yuch1247","Yuchi","-da/-sha/-thla ~ -fe","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
1020,"yuch1247","Yuchi","-de ~ -õ","SG ~ PL","fly","motion","manner","bipartite","suppletion","no",
1021,"yuch1247","Yuchi","-wi ~ -yã","SG ~ PL","fall","motion","directional; manner","bipartite","suppletion","no",
1022,"yura1255","Yuracaré","chittu ~ chitchi","SG ~ PL","cross","motion","directional","bipartite","regular",,
1023,"yura1255","Yuracaré","dele - ñeta","PAUCAL ~ MANY","fall","motion","directional; manner","bipartite","suppletion","no",
1024,"yura1255","Yuracaré","mala ~ bali","SG ~ PL","go","motion","deictic","bipartite","suppletion","no",
1025,"yura1255","Yuracaré","wita ~ wiwi","SG ~ PL","arrive","motion","deictic","bipartite","regular",,
1026,"yura1255","Yuracaré","yupa ~ yupata","SG ~ PL","go in","motion","directional","bipartite","suppletion","no",
1027,"yuro1248","Yurok","neskwec ~ nuʔm","INDIVIDUAL ~ COLLECTIVE","arrive","motion","deictic","bipartite","suppletion","no",
1028,"zuni1245","Zuni","‘ana- ~ ‘utula-","SG ~ PL","run away","motion","manner; deictic","bipartite","suppletion","no",
1029,"coah1252","Coahuilteco","? ~ č-ak-ōy","SG ~ PL","hear","perception",,"bipartite","regular",,"-ak- infix"
1030,"guah1255","Guahibo","nahume-ta ~ nahume-ba","SG ~ PL","make oneself audible","perception",,"bipartite","regular",,"ta ~ ba (se faire entendre)"
1031,"wapp1239","Wappo","otaí'mi ~ hotcɛ́ti","SG ~ PL","sing","emission",,"bipartite","suppletion","no",
1032,"west2632","Western Keres","-am̓áṣaN ~ (REG) ~ -âam̓áṣaN","SG ~ DU ~ PL","speak up","emission",,"tripartite","suppletion","no",
1033,"west2632","Western Keres","-án̓aat̓aN ~ -qáan̓ikuya ~ -qáan̓a","SG ~ DU ~ PL","say","emission",,"tripartite","suppletion","no",
1034,"west2632","Western Keres","-'a̓ka̓aN ~ (REG) ~ -'a̓ka̓aN-iiD","SG ~ DU ~ PL","hear","perception",,"tripartite","suppletion","no",
1035,"west2632","Western Keres","-áač̓a̓aẓa ~ (REG) ~ -qáača̓aẓaSD-eeD","SG ~ DU ~ PL","listen","perception",,"tripartite","suppletion","no",
1036,"west2632","Western Keres","-Juy̓áibaaD(N) ~ (REG) ~ -ûwát̓yáibaaD(N)","SG ~ DU ~ PL","look for","perception",,"tripartite","suppletion","no",
1037,"wich1260","Wichita","wakʔa ~ wahaʔa","SG ~ PL","say","emission",,"bipartite","suppletion","no",
1038,"yana1271","Yana","ʒaali ~ halaimic'i","SG ~ PL","laugh","emission",,"bipartite","suppletion","no","also in Mithun (2022:387)"
1039,"nung1290","Wubuy","na ~ mulu=na","INDIVIDUAL ~ COLLECTIVE","see","perception",,"bipartite","regular",,"mulunᶢ"
1040,"alse1251","Alsea-Yaquina","piltku ~ pil","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1041,"alse1251","Alsea-Yaquina","płu ~ squl","SG ~ PL","tsa","posture",,"bipartite","suppletion","no",
1042,"ariz1237","Arizona Tewa","‘En, soge ~ k’wón, k’wóódi","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1043,"ariz1237","Arizona Tewa","hȨ’Ȩ na-kyan ~ saa","SG ~ PL","stand up","posture",,"bipartite","suppletion","no",
1044,"ariz1237","Arizona Tewa","k’ó, k’wíí ~ k’wón, k’wóódi","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1045,"buru1296","Burushaski","dé-yáš-/d-yáš- ~ dé-yáša-/d-yáša","SG ~ PL","get up","posture",,"bipartite","regular",,"also quarrel"
1046,"buru1296","Burushaski","hurút ~ hurúča","SG ~ PL","sit","posture",,"bipartite","regular",,
1047,"cahu1264","Cahuilla","qál ~ hem-wén","INDIVIDUAL ~ COLLECTIVE","lying flat","posture",,"bipartite","suppletion","no","also located"
1048,"cher1273","Cherokee","oohla ~ na","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1049,"cher1273","Cherokee","tooka ~ tóòna","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1050,"chim1301","Chimariko","-wo- ~ -pat-","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1051,"choc1276","Choctaw","bača:ya ~ ?","? ~ ?","stretch out in an horizontal plane","posture",,"?","regular",,
1052,"choc1276","Choctaw","binili ~ či:ya ~ binohli","SG ~ DU ~ PL","sit down","posture",,"tripartite","suppletion","no",
1053,"choc1276","Choctaw","hiki:ya- ~ hi:li ~ hiyohli","SG ~ DU ~ PL","stand up","posture",,"tripartite","regular",,
1054,"choc1276","Choctaw","itto:la-~ ka:ha- ~ kaha-","SG ~ DU ~ PL","lie down","posture",,"tripartite","suppletion","no",
1055,"choc1276","Choctaw","lapa:li ~ ?","? ~ ?","to be against a vertical surface","posture",,"?","regular",,
1056,"choc1276","Choctaw","lipi-a ~ lip-kači","SG ~ PL","lie face down","posture",,"bipartite","regular",,
1057,"choc1276","Choctaw","taka:li ~ tak-oh-li","SG ~ PL","be hanging up","posture",,"bipartite","regular",,
1058,"choc1276","Choctaw","tala-a ~ tal-oh-a","SG ~ PL","be right-side up","posture",,"bipartite","regular",,
1059,"chin1286","Clatsop-Shoalwater Chinook","-tx̣uit ~ -xēna","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1060,"coma1245","Comanche","habiitʉ, hapi (charney) ~ kwabitʉ, kwapi (charney)","SG ~ PL","lie down","posture",,"bipartite","suppletion","no",
1061,"coma1245","Comanche","karʉkatʉ ~ yʉkwi(itʉ)","SG ~ PL","sit down","posture",,"bipartite","suppletion","no","also stay"
1062,"coma1245","Comanche","yukarʉrʉ ~ yuuyʉkwitʉ","SG ~ PL","sit still","posture",,"bipartite","regular",,"reduplication"
1063,"cree1270","Creek","a-cákh-i: ~ a-cakcah-í:","SG ~ PL","(one) sticking in (a wall)","posture",,"bipartite","regular",,"C1V1 reduplication"
1064,"cree1270","Creek","a-leyk-itá ~ a-leylak-itá (‘to sit here and there’)","SG ~ PL","(one / here and there) to sit at, sit on a wall","posture",,"bipartite","regular",,"C1V1 reduplication"
1065,"cree1270","Creek","atáɬk-i: ~ ataɬtak-i:","SG ~ PL","(be) hanging","posture",,"bipartite","regular",,"C1V1 reduplication"
1066,"cree1270","Creek","comok-itá ~ comolcok-íta","SG ~ PL","stoop over","posture",,"bipartite","regular",,"C1V1 reduplication"
1067,"cree1270","Creek","fánk-i: ~ fanfak-i","SG ~ PL","sticking out","posture",,"bipartite","regular",,"C1V1 reduplication"
1068,"cree1270","Creek","hoyɬ-itá ~ siho:k-itá ~ sapakl-itá","SG ~ DU ~ PL","stand","posture",,"tripartite","suppletion","no",
1069,"cree1270","Creek","ley-k-itá ~ ka:-k-itá ~ apo:-k-itá","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no",
1070,"cree1270","Creek","wak-ic-itá ~ wak-ho-k-eyc-itá ~ lomh-eyc-itá","SG ~ DU ~ PL","lay","posture",,"tripartite","suppletion","no","This is derived from 'lie' but the valence morphemes are irregular so it is captured."
1071,"cree1270","Creek","wak-k-itá ~ wak-ho-k-itá ~ lomh-itá","SG ~ DU ~ PL","lie","posture",,"tripartite","suppletion","no",
1072,"eyak1241","Eyak","da ~ qu","SG ~ PL","sit","posture",,"bipartite","suppletion","no","also stay"
1073,"eyak1241","Eyak","gu-LA-a:n' ~ gu-LA-'a'ch'","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1074,"eyak1241","Eyak","i:'ah ~ 'i:sid","SG ~ PL","extend","posture",,"bipartite","suppletion","no",
1075,"eyak1241","Eyak","te ~ tu'ch'","SG ~ PL","lie prone","posture",,"bipartite","suppletion","no",
1076,"fuln1247","Fulniô","‘kha ~ lô","SG ~ PL","lie down","posture",,"bipartite","suppletion","no",
1077,"fuln1247","Fulniô","‘kine ~ 'xi","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1078,"nucl1302","Georgian","zi-s ~ sxed-an","SG ~ PL","sit","posture",,"bipartite","suppletion","no","be seated"
1079,"gras1249","Grass Koiari","gura ~ raraha","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1080,"guah1255","Guahibo","eka ~ ena","SG ~ PL","sit","posture",,"bipartite","suppletion",,"also an auxiliary; ONLY SG-PL. Participant number exclusively"
1081,"coos1249","Hanis","Lōwa'kats ~ tîla'qai, kwee'tî","SG ~ PL","sit","posture",,"bipartite","suppletion","no","also live"
1082,"coos1249","Hanis","tsxū ~ ha'yatî","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1083,"hida1246","Hidatsa","maagí ~ gáá","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1084,"hida1246","Hidatsa","naagí ~ gáá","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1085,"hida1246","Hidatsa","naharéé ~ nahagáá","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1086,"hida1246","Hidatsa","nahgú ~ áhgu","SG ~ PL","be in a sitting position / sit as an auxiliary","posture",,"bipartite","suppletion","no",
1087,"ainu1240","Hokkaido Ainu","a ~ rok","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
