"ID","Glottocode","Language","Forms","SG ~ PL","Meaning","Semantic_Category","Semantic_Subcategory","Bipartite_vs_Tripartite","Alternation_Type","Handling_Shape","Comment"
354,"ticu1245","Ticuna","g̃e̊ ~ nâ","SG ~ PL","carry","caused motion",,"bipartite","suppletion","no",
355,"ticu1245","Ticuna","ta̰ ~ wò","SG ~ PL","drop","caused motion",,"bipartite","suppletion","no",
356,"ticu1245","Ticuna","ǘ ~ nů","SG ~ PL","put/take","caused motion",,"bipartite","suppletion","no",
357,"toho1245","Tohono Oʼodham","bɨ́hi ~ ʔúʔa","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
358,"uppe1439","Upper Chehalis","łə́q- ~ ʔáx̣ʷa-","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no","also throw away"
359,"uppe1439","Upper Chehalis","p̓ə́ł- ~ ʔə́pxʷ-","SG ~ PL","drop","caused motion",,"bipartite","suppletion","no",
360,"wapp1239","Wappo","?hɛ́tasɛ ~ piyɛ́tɛcɛ","SG ~ PL","carry","caused motion",,"bipartite","suppletion","no",
361,"wari1268","Wari","an ~ kut","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
362,"wari1268","Wari","pit ~ piripit","SG ~ PL","pull out/unravel","caused motion",,"bipartite","regular",,"-rV(CV)- infixation"
363,"wari1268","Wari","xin ~ wixikao', waxakarakao'","SG ~ PL","throw","caused motion",,"bipartite","suppletion","no",
364,"wari1268","Wari","yikat ~ yikarakat","SG ~ PL","pull out/break","caused motion",,"bipartite","regular",,"-rV(CV)- infixation"
365,"west2632","Western Keres","-a̓awiiY ~ (REG) ~ -qa̓awiiY-ʔVVD","SG ~ DU ~ PL","throw","caused motion","manner; deictic","tripartite","suppletion","no",
366,"west2632","Western Keres","-átiẓuwiiY ~ (REG) ~ -áatiẓuwiiY-ʔVVD","SG ~ DU ~ PL","throw away","caused motion","manner; deictic","tripartite","suppletion","no",
367,"west2632","Western Keres","-Júyu̓uzeeY ~ -âaʔayuuzeeY ~ -a̓iẓu̓uzeeY","SG ~ DU ~ PL","take","caused motion","deictic","tripartite","suppletion","no",
368,"yaqu1251","Yaqui","jimaa ~ go’ota","SG ~ PL","throw/drop","caused motion","manner; deictic","bipartite","suppletion","no",
369,"yaum1237","Yau (Morobe Province)","k-e- ~ h-e-","SG ~ PL","bring","caused motion",,"bipartite","regular",,
370,"yaqu1251","Yaqui","kibacha ~ kiima","SG ~ PL","put in, insert","caused motion","deictic, directional","bipartite","suppletion","no",
371,"yaum1237","Yau (Morobe Province)","k-oo- ~ h-oo-","SG ~ PL","lower","caused motion",,"bipartite","regular",,
372,"yaum1237","Yau (Morobe Province)","k-öö- ~ h-öö-","SG ~ PL","raise","caused motion",,"bipartite","regular",,
373,"yaum1237","Yau (Morobe Province)","ku- ~ hu-","SG ~ PL","take away","caused motion","deictic","bipartite","suppletion","no","This probably comes from the regular pattern and a former -u- verb, which is synchronically nonexistente."
374,"yaum1237","Yau (Morobe Province)","to- ~ yoo-","SG ~ PL","take, pick up","caused motion","deictic","bipartite","suppletion","no",
375,"yura1255","Yuracaré","chitta ~ kokko","PAUCAL ~ MANY","throw","caused motion","manner; deictic","bipartite","suppletion","no",
376,"yura1255","Yuracaré","mii ~ puu","? ~ ?","take","caused motion","deictic","bipartite","suppletion","no",
377,"zuni1245","Zuni","‘ahha- ~ wo:tiha-","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
378,"zuni1245","Zuni","a'u ~ wɔtu","SG ~ PL","put down","caused motion","deictic; directional","bipartite","suppletion","no",
379,"zuni1245","Zuni","patce'a ~ pane'a(?)","SG ~ PL","put against","caused motion","deictic; posture","bipartite","suppletion","no",
380,"cree1270","Creek","alokp-itá ~ aloklop-íta","SG ~ PL","stick to","caused posture",,"bipartite","regular",,"C1V1 reduplication"
381,"guah1255","Guahibo","ruba ~ ruta","SG ~ PL","hang TR","caused posture",,"bipartite","regular",,"ta ~ ba -- in fact tsi ~ bi since it is the virtual here  (queixalos1998sikuani:165)"
382,"imon1245","Imonda","keda ~ ketha ~ kal","SG ~ DU ~ MANY","hang up","caused posture","directional","tripartite","suppletion","no",
383,"ingu1240","Ingush","d.ull ~ d.oxk","SG ~ PL","lay","caused posture",,"bipartite","regular",,
384,"ingu1240","Ingush","oll ~ oxk","SG ~ PL","hang up","caused posture",,"bipartite","regular",,
385,"ingu1240","Ingush","tull ~ toxk","SG ~ PL","put/lay","caused posture",,"bipartite","regular",,
386,"kiow1266","Kiowa","c'ó· ~ k'ú·","SG ~ PL","lay","caused posture",,"bipartite","suppletion","no","land, fall against' derived from this; note that the form is almost the same as 'lie'"
387,"kiow1266","Kiowa","cé· ~ sɔ́·","SG ~ PL","set","caused posture",,"bipartite","suppletion","no","inanimate ""be sitting"" derived from this"
388,"laal1242","Laal","gààg ~ gɨ̀ɨ̀g","SG ~ PL","tilt","caused posture",,"bipartite","regular",,"a > ɨ / i"
389,"laal1242","Laal","sāg ~ sɨ̄g","SG ~ PL","stand (tr.)","caused posture",,"bipartite","regular",,"a > ɨ / i"
390,"jama1261","Madi","-kaho- ~ sere -na-","SG ~ PL","tie onto a hook","caused posture",,"bipartite","suppletion","no",
391,"mats1244","Matsés","dectan ~ didica","PAUCAL ~ MANY","hang up","caused posture","directional","bipartite","suppletion","no","make hang"
392,"mats1244","Matsés","nan ~ san","PAUCAL ~ MANY","put horizontally","caused posture",,"bipartite","suppletion","no",
393,"mats1244","Matsés","tsadun ~ tabëc","PAUCAL ~ MANY","put vertically","caused posture",,"bipartite","suppletion","no",
394,"maxa1247","Maxakalí","yũm ~ xak","SG ~ PL","lay down, leave","caused posture","directional","bipartite","suppletion","no","caused posture because of the formal similarity with the verb for 'sit'"
395,"nucl1649","Southern Coastal Tsimshian","hatksn ~ maxsn","SG ~ PL","place upright","caused posture",,"bipartite","suppletion","no",
396,"yaqu1251","Yaqui","kecha ~ ja'abwa","SG ~ PL","stand X, stop X","caused posture",,"bipartite","suppletion","no",
397,"yaqu1251","Yaqui","teeka ~ to’a","SG ~ PL","lay down","caused posture","directional","bipartite","suppletion","no",
398,"yaqu1251","Yaqui","yecha ~ joa","SG ~ PL","lift/set/sit","caused posture",,"bipartite","suppletion","no",
399,"cree1270","Creek","hakeyh-k-itá ~ hakeyh-ho-k-íta ~ haka:h-ic-íta","SG ~ DU ~ PL","cry","cry",,"tripartite","regular",,"ho(y)/ic insertion"
400,"kuna1268","Kunama","mbi ~ nimbi","SG ~ PL","weep","cry",,"bipartite","regular",,"nV-"
401,"tabo1241","Tabo","ihi ~ ihimi","SG ~ PL","cry","cry",,"bipartite","regular",,"-mi suffix"
402,"alse1251","Alsea-Yaquina","ain ~ tqaiL","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
403,"chin1286","Clatsop-Shoalwater Chinook","-gE'tsax ~ xēnēm","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
404,"coma1245","Comanche","yaketʉ ~ nawooʔi, nahwooi-","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
405,"fuln1247","Fulniô","khokhe ~ yo","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
406,"hopi1249","Hopi","pakmumuya ~ tsaykita","SG ~ PL","cry","cry",,"bipartite","suppletion","no","also weep, wail"
407,"karo1305","Karo (Brazil)","wé ~ peri","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
408,"nucl1622","Marind","ihw ~ lihwanak","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
409,"nisg1240","Nisgaʼa","wiyítkʷ ~ sikʸátkʷ","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
410,"nuuc1236","Nuu-chah-nulth","ʕiiḥšiƛ ~ ƛ̓aałyuu","INDIVIDUAL ~ COLLECTIVE","cry","cry",,"bipartite","suppletion","no","Probably historically from a verb with -yu(u) pluralization"
411,"tlin1245","Tlingit","g̱ax̱ ~ g̱ax̱-s-ti","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
412,"uppe1439","Upper Chehalis","šəʔúm ~ čəm-","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
413,"wari1268","Wari","aka ~ awaran","SG ~ PL","cry","cry",,"bipartite","suppletion","no",
414,"west2632","Western Keres","-'a̓atikuya ~ -qa̓atikuya ~ -qáata","SG ~ DU ~ PL","cry","cry",,"tripartite","suppletion","no",
415,"bert1248","Berta","bukqútha ~ fuura","SG ~ PL","pluck","destruction",,"bipartite","suppletion","no",
416,"bert1248","Berta","fia ~ basha","SG ~ PL","hit","destruction",,"bipartite","suppletion","no",
417,"buru1296","Burushaski","-xéš- ~ -xéša-","SG ~ PL","tear apart/scratch","destruction",,"bipartite","regular",,
418,"buru1296","Burushaski","do-hór- ~ do-hória","SG ~ PL","collapse/topple","destruction",,"bipartite","regular",,
419,"buru1296","Burushaski","du-húk-/du-húki ~ du-húkia","SG ~ PL","melt/dissolve","destruction",,"bipartite","regular",,
420,"buru1296","Burushaski","ɣás ~ ɣáša","SG ~ PL","rot","destruction",,"bipartite","regular",,
421,"buru1296","Burushaski","phán-phái ~ phánja","SG ~ PL","burst, swell","destruction",,"bipartite","regular",,
422,"cahu1264","Cahuilla","múh ~ múmaan","INDIVIDUAL ~ COLLECTIVE","shoot","destruction",,"bipartite","suppletion","no","also 'sting'"
423,"choc1276","Choctaw","tabli ~ amo","SG ~ PL","pull off/pick up fruit","destruction",,"bipartite","suppletion","?",
424,"coah1252","Coahuilteco","-t'āl ~ -t'-ak-al","SG ~ PL","hurt","destruction",,"bipartite","regular",,"-ak- infix"
425,"coah1252","Coahuilteco","? ~ k'ōxt-aw-āy","SG ~ PL","hit oneself","destruction",,"bipartite","regular",,"-wa/aw- infix"
426,"coma1245","Comanche","kaʔa- (ko-?) ~ pomiʔi","SG ~ PL","break/snap/cut","destruction",,"bipartite","suppletion","no",
427,"coma1245","Comanche","kobarʉ ~ kobiʔitʉ","SG ~ PL","break","destruction",,"bipartite","suppletion","no","""break (snap?)"""
428,"coma1245","Comanche","kutsitonarʉ ~ kutsitowakarʉ (object)","SG ~ PL","burn","destruction",,"bipartite","suppletion","no","also set on fire"
429,"coma1245","Comanche","kʉhtsiarʉ ~ kʉsoʔi","SG ~ PL","bite","destruction",,"bipartite","suppletion","no",
430,"coma1245","Comanche","marátʉbaitʉ ~ maráhtataʔi","SG ~ PL","crack","destruction",,"bipartite","suppletion","no","with hand"
431,"coma1245","Comanche","tonarʉ ~ towaka","SG ~ PL","pierce","destruction",,"bipartite","suppletion","no","also insect sting, stab"
432,"coma1245","Comanche","tsisuʔwarʉ ~ tsisuʔkwaʔnekitʉ","SG ~ PL","poke","destruction",,"bipartite","suppletion","no","also jab"
433,"coma1245","Comanche","wʉhkobarʉ ~ wʉhkobiʔitʉ","SG ~ PL","break up","destruction",,"bipartite","suppletion","no",
434,"cree1270","Creek","citákk-i: ~ citakcik-í:","SG ~ PL","torn up","destruction",,"bipartite","regular",,"C1V1 reduplication"
435,"cree1270","Creek","falápk-i: ~ falapfak-í:","SG ~ PL","split","destruction",,"bipartite","regular",,"C1V1 reduplication"
436,"cree1270","Creek","kac-íta ~ kaci:y-itá","SG ~ PL","snap","destruction",,"bipartite","regular",,"ho(y)/ic insertion"
437,"cree1270","Creek","kaláks-i: ~ kalaskak-í:","SG ~ PL","having a piece broken off","destruction",,"bipartite","regular",,"C1V1 reduplication"
438,"daga1275","Daga","wadum ~ dum","SG ~ PL","split","destruction",,"bipartite","regular",,"there is an unknown number of additional verbs that take these plural prefixes"
439,"gavi1246","Gavião Do Jiparaná","dagà, tágá ~ pea","SG ~ PL","beat","destruction",,"bipartite","suppletion","no",
440,"gavi1246","Gavião Do Jiparaná","dígí ~ kíí","SG ~ PL","knock down","destruction",,"bipartite","suppletion","no",
441,"guah1255","Guahibo","toxo-ta ~ toxo-ba","SG ~ PL","break","destruction",,"bipartite","regular",,"ta ~ ba (casser)"
442,"guah1255","Guahibo","ukuta ~ ukuba","SG ~ PL","cut","destruction",,"bipartite","regular",,"ta ~ ba (couper), but also semelfactive  ~ iterative and [+ effective]  ~ [- effective] (queixalos1998sikuani:161)"
443,"guah1255","Guahibo","upa ~ tsekona","SG ~ PL","shoot with arrow","destruction",,"bipartite","suppletion",,
444,"coos1249","Hanis","xa'yat ~ xa'yīt","SG ~ PL","whittle","destruction",,"bipartite","regular",,
445,"hopi1249","Hopi","naayawi ~ naanaywa","SG ~ PL","fight","destruction",,"bipartite","regular",,
446,"hopi1249","Hopi","noyo(k-) ~ noyòmti","SG ~ PL","get dented/crushed","destruction",,"bipartite","regular",,
447,"hopi1249","Hopi","qöhi(k)- ~ qöqhiti, kookon","SG ~ PL","break (linear segments)","destruction",,"bipartite","suppletion","no",
448,"hopi1249","Hopi","yooha ~ yóngoyta","SG ~ PL","break/crack/fracture","destruction",,"bipartite","suppletion","no",
449,"imon1245","Imonda","he ~ he-lõ","SG ~ PL","cut","destruction",,"tripartite","suppletion","no",
450,"ingu1240","Ingush","eqq ~ hwelx","SG ~ PL","burst","destruction",,"bipartite","suppletion","no",
451,"kain1272","Kaingang","kïbm ~ kle","SG ~ PL","cut","destruction",,"bipartite","suppletion","no",
452,"kain1272","Kaingang","pänu̜ ~ pidn","SG ~ PL","hit","destruction",,"bipartite","suppletion","no","also shoot"
453,"kash1280","Kashaya","hcoqᵒ- ~ cuʔdan","SG ~ PL","shoot","destruction",,"bipartite","suppletion","no",
454,"kett1243","Ket","-tet ~ -teɣ","SG ~ PL","hit","destruction",,"bipartite","suppletion","no","also beat"
455,"kett1243","Ket","?-qut ~ ?-damin","SG ~ PL","fight","destruction",,"bipartite","regular",,"0 ~ d"
456,"kiow1266","Kiowa","t'ál ~ tʰá·","SG ~ PL","sever","destruction",,"bipartite","suppletion","no",
457,"klam1254","Klamath-Modoc","sl'o:gl' ~ nk'eyse","SG/PAUCAL? ~ PL/MANY?","hit/shoot","destruction",,"bipartite","suppletion","no","Barker 1964 states that singular~plural is the most common alternation, but some examples of ""paucative"" number are found as well. It is unclear which verb pairs are paucative."
458,"koas1236","Koasati","akolá-f-ka-n ~ akol-ka-:ci-n","SG ~ PL","erode and collapse","destruction",,"bipartite","regular",,"-ci suffix"
459,"koas1236","Koasati","silá-f-fi-n ~ sil-li-:ci-n","SG ~ PL","tear sth","destruction",,"bipartite","regular",,"-ci suffix"
460,"laal1242","Laal","báár ~ bɨ́ɨ́r","SG ~ PL","knock down","destruction",,"bipartite","regular",,"a > ɨ / i"
461,"laal1242","Laal","cāg ~ cɨ̄g","SG ~ PL","bite","destruction",,"bipartite","regular",,"a > ɨ / i"
462,"laal1242","Laal","cúná ~ cúnì","SG ~ PL","break (intr)","destruction",,"bipartite","regular",,"-a / -i"
463,"laal1242","Laal","ɗál ~ ɗɨ́l","SG ~ PL","cut, tear","destruction",,"bipartite","regular",,"a > ɨ / i"
464,"laal1242","Laal","gàŋ ~ gɨ̀ŋ","SG ~ PL","melt","destruction",,"bipartite","regular",,"a > ɨ / i"
465,"laal1242","Laal","kàdàl ~ kɨ̀dɨ̀l","SG ~ PL","swell, wound","destruction",,"bipartite","regular",,"a > ɨ / i"
466,"laal1242","Laal","mál ~ mɨ́l","SG ~ PL","prick, spear","destruction",,"bipartite","regular",,"a > ɨ / i"
467,"laal1242","Laal","nyuág ~ nyógì","SG ~ PL","burn (cooking)","destruction",,"bipartite","regular",,"0 / -i"
468,"laal1242","Laal","pāā ~ hòò","SG ~ PL","drop something from high up and break it","destruction",,"bipartite","regular",,"low to mid vowel"
469,"laal1242","Laal","sáŋ ~ sɨ́ŋ","SG ~ PL","trample, step on","destruction",,"bipartite","regular",,"a > ɨ / i"
470,"laal1242","Laal","sáw ~ sɨ́w","SG ~ PL","cut with a sickle","destruction",,"bipartite","regular",,"a > ɨ / i"
471,"laal1242","Laal","tuágár (2, tr.) ~ tógór","SG ~ PL","break","destruction",,"bipartite","regular",,"low to mid vowel"
472,"jama1261","Madi","-ibana- ~ -joka","SG ~ PL","roast/fry","destruction",,"bipartite","suppletion","no",
473,"jama1261","Madi","-ita- ~ saka - na-","SG ~ PL","pierce","destruction",,"bipartite","suppletion","no",
474,"nucl1622","Marind","deh ~ yas","SG ~ PL","shoot","destruction",,"bipartite","suppletion","no",
475,"nucl1622","Marind","wamuk, wasib ~ isak","SG ~ PL","hit","destruction",,"bipartite","suppletion","no",
476,"madi1260","Maʼdi","lí ~ rɛ̀","SG ~ PL","cut","destruction",,"bipartite","suppletion","no","also slaughter (presumably, as in cut up a carcass)"
477,"mull1237","Mullukmulluk","tapak ~ tapöřök","SG ~ PL","break","destruction",,"bipartite","regular",,
478,"mull1237","Mullukmulluk","tatʸ ~ taratʸ","SG ~ PL","hit","destruction",,"bipartite","regular",,
479,"mull1237","Mullukmulluk","tʸukatʸ ~ tʸukaratʸ","SG ~ PL","pluck","destruction",,"bipartite","regular",,
480,"mull1237","Mullukmulluk","tʸurp ~ tʸuřurp","SG ~ PL","cut","destruction",,"bipartite","regular",,
481,"nort2954","Northern Paiute","wɨtawaaka ~ wɨtaaki","SG ~ PL","make a hole in","destruction",,"bipartite","suppletion","no",
482,"nuuc1236","Nuu-chah-nulth","č̓iiqak ~ č̓iiʕaqa","INDIVIDUAL ~ COLLECTIVE","fight","destruction",,"bipartite","regular",,"-!aqa"
483,"otta1242","Ottawa","baashkzaw ~ baapaashkzaw","SG ~ PL","shoot at ANIM","destruction",,"bipartite","regular",,"The morphophonology of this language is difficult to parse and examples are unglossed."
484,"seri1257","Seri","-Qaχš ~ Qakx","SG ~ PL","hit with stick","destruction",,"bipartite","suppletion","no",
485,"shas1239","Shasta","aʔu ~ e·p","SG ~ PL","bite","destruction",,"bipartite","suppletion","no","mouth' in the grammar"
486,"juho1239","South-Eastern Ju","!hũ ~ !'wã","SG ~ PL","extinguish","destruction",,"bipartite","suppletion","no",
487,"juho1239","South-Eastern Ju","!ò'á ~ xáí","SG ~ PL","break/snap","destruction",,"bipartite","suppletion","no",
488,"nucl1649","Southern Coastal Tsimshian","p’eegl ~ p’eegn","SG ~ PL","tear out and turn over","destruction",,"bipartite","suppletion","no",
489,"sulk1246","Sulka","hem ~ hep","SG ~ PL","file","destruction",,"bipartite","regular",,
490,"sulk1246","Sulka","nhom ~ nhop","SG ~ PL","peel","destruction",,"bipartite","regular",,
491,"sulk1246","Sulka","rham ~ rhek","SG ~ PL","scrape","destruction",,"bipartite","suppletion","no",
492,"wari1268","Wari","hot ~ horohot","SG ~ PL","pluck","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
493,"wari1268","Wari","kat ~ karakat","SG ~ PL","break","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
494,"wari1268","Wari","nakam' ~ nakarakam'","SG ~ PL","cut in half / pieces","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
495,"wari1268","Wari","pahot ~ pahorohot / parohot","SG ~ PL","be split, collapse","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
496,"wari1268","Wari","tapa' ~ taparapa'","SG ~ PL","burst/pop","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
497,"wari1268","Wari","tape ~ taperepe","SG ~ PL","pierce","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
498,"wari1268","Wari","wein ~ werewein","SG ~ PL","rip/tear","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
499,"wari1268","Wari","wirik ~ wiririk","SG ~ PL","scrape, wrap up","destruction",,"bipartite","regular",,"-rV(CV)- infixation"
500,"wich1260","Wichita","hiri ~ wa:hi","SG ~ PL","burn","destruction",,"bipartite","suppletion","no",
501,"wich1260","Wichita","kaʔas ~ kwaʔas","SG ~ PL","break open","destruction",,"bipartite","suppletion","no",
502,"wich1260","Wichita","kweʔeriki ~ kweʔerí:rʔi","SG ~ PL","grind","destruction",,"bipartite","suppletion","no",
503,"wich1260","Wichita","ʔikacki ~ kakacki","SG ~ PL","cut off","destruction",,"bipartite","suppletion","no",
504,"yana1271","Yana","piʔcun ~ pidʔc'un(?)","SG ~ PL","burst","destruction",,"bipartite","regular",,
505,"yaum1237","Yau (Morobe Province)","et, wet ~ nisop","SG ~ PL","beat","destruction",,"bipartite","suppletion","no",
506,"coah1252","Coahuilteco","-kʷān¢am ~ -kʷ-ak-ān¢am (Rio Grande dialect: xūm ~ xūm-ā¢-)","SG ~ PL","die","die",,"bipartite","regular",,"-ak- infix (Rio Grande dialect: -ā¢- infix)"
507,"kett1243","Ket","qo- ~ qo-n","SG ~ PL","die","die",,"bipartite","regular",,"0 ~ n/ŋ"
508,"tabo1241","Tabo","hoe ~ ha:la","? ~ ?","die","die",,"?","regular",,"vowel deleting -a:la; it has a bipartite pattern, but 2 additional plural forms for very many and very very many"
509,"alse1251","Alsea-Yaquina","qan ~ hask'","SG ~ PL","die","die",,"bipartite","suppletion","no",
510,"wara1302","Bauni","rai ~ viri","SG ~ PL","die","die",,"bipartite","suppletion","no",
511,"cahu1264","Cahuilla","-múk- ~ -čéx-","SG ~ PL","die","die",,"bipartite","suppletion","no",
512,"chin1286","Clatsop-Shoalwater Chinook","-ō-mEqt ~ x̣E'-L-ait","SG ~ PL","die","die",,"bipartite","suppletion","no",
513,"coma1245","Comanche","tʉyaaitʉ ~ kooitʉ","SG ~ PL","die","die",,"bipartite","suppletion","no",
514,"cree1270","Creek","il-íta ~ pasat-k-itá","SG ~ PL","die","die",,"bipartite","suppletion","no",
515,"gavi1246","Gavião Do Jiparaná","viì ~ paà","SG ~ PL","die","die",,"bipartite","suppletion","no",
516,"coos1249","Hanis","lEqaᵘ'wE ~ e'qe","SG ~ PL","die","die",,"bipartite","suppletion","no",
517,"hopi1249","Hopi","mooki ~ so’a","SG ~ PL","die","die",,"bipartite","suppletion","no",
518,"ingu1240","Ingush","le ~ d.ou","SG ~ PL","die","die",,"bipartite","suppletion","no",
519,"kain1272","Kaingang","tɛlɛ ~ kökta̜","SG ~ PL","die","die",,"bipartite","suppletion","no",
520,"klam1254","Klamath-Modoc","gleg ~ č'o:q","SG/PAUCAL? ~ PL/MANY?","die","die",,"bipartite","suppletion","no","Barker 1964 states that singular~plural is the most common alternation, but some examples of ""paucative"" number are found as well. It is unclear which verb pairs are paucative."
521,"koas1236","Koasati","illin ~ hápkan","PAUCAL ~ MANY","die","die",,"bipartite","suppletion","no",
522,"laal1242","Laal","mé ~ míwì","SG ~ PL","die","die",,"bipartite","suppletion","no","-wi suffix + vowel change"
523,"nucl1622","Marind","kahwid ~ ɣahwahwih","SG ~ PL","die","die",,"bipartite","suppletion","no",
524,"maxa1247","Maxakalí","xok ~ xakix","SG ~ PL","die","die",,"bipartite","suppletion","no",
525,"nava1243","Navajo","tsaaɬ ~ nééɬ","SG ~ PL","die","die",,"bipartite","suppletion","no",
526,"nisg1240","Nisgaʼa","n̓úw̓ ~ táxʷ","SG ~ PL","die","die",,"bipartite","suppletion","no",
527,"nort2942","North Slavey","laniwe ~ lakenidé","SG ~ PL","die","die",,"bipartite","suppletion","no","note that a root is shared with 'kill'"
528,"nort2954","Northern Paiute","yai, yaʔi ~ koi","SG ~ PL","die","die",,"bipartite","suppletion","no",
529,"sand1273","Sandawe","tɬǎ:sì̥ ~ ɬàʔté","SG ~ PL","die","die",,"bipartite","suppletion","no",
530,"juho1239","South-Eastern Ju","!áí ~ !àò","SG ~ PL","die","die",,"bipartite","suppletion","no",
531,"toho1245","Tohono Oʼodham","mú·kihimɨ ~ kóʔihimɨ","SG ~ PL","die","die",,"bipartite","suppletion","no",
532,"wapp1239","Wappo","tcɔ́ɛlkɛ ~ wéake","SG ~ PL","die","die",,"bipartite","suppletion","no","also ""be dead"""
533,"wari1268","Wari","mi' ~ kono'","SG ~ PL","die","die",,"bipartite","suppletion","no",
534,"west2632","Western Keres","-'u̓ust̓u0 ~ -aʔást̓u ~ (unattested)","SG ~ DU ~ PL","die","die",,"tripartite","suppletion","no",
535,"yaqu1251","Yaqui","muuku ~ koko","SG ~ PL","die","die",,"bipartite","suppletion","no",
536,"yura1255","Yuracaré","tuwi ~ shama","? ~ ?","die","die",,"bipartite","suppletion","no",
537,"nucl1649","Southern Coastal Tsimshian","dzak ~ düü","SG ~ PL","die/kill","die/kill",,"bipartite","suppletion","no",
538,"sume1241","Sumerian","úš ~ ug(7)","SG ~ PL","die/kill","die/kill",,"bipartite","suppletion","no",
539,"cata1286","Catawba","hátkire ~ ikere","SG ~ PL","shout","emission",,"bipartite","suppletion","no","also exclaim"
540,"coah1252","Coahuilteco","-k'tāy ~ -k't-ā¢-ēy","SG ~ PL","pray","emission",,"bipartite","suppletion","no","-ā¢- infix plus suppletion"
541,"coah1252","Coahuilteco","-kʷa¢um ~ -kʷa¢-ka-m","SG ~ PL","ask (for)","emission",,"bipartite","suppletion","no","-ka- infix (unique)"
542,"coah1252","Coahuilteco","-xlē ~ -l-ā¢-e","SG ~ PL","speak","emission",,"bipartite","suppletion","no","-ā¢- infix plus suppletion"
543,"coah1252","Coahuilteco","-ʔūm ~ -ʔ-aw-ām, -ʔā-wa-m","SG ~ PL","tell","emission",,"bipartite","suppletion","no","-wa/aw- infix plus suppletion"
544,"coma1245","Comanche","tekwa(rʉ) ~ niwʉnʉ(rʉ)","SG ~ PL","talk","emission",,"bipartite","suppletion","no",
545,"coma1245","Comanche","yahneetu ~ naʔyʉnetʉ","SG ~ PL","laugh","emission",,"bipartite","suppletion","no",
546,"coma1245","Comanche","yʉkwitʉ, yikwi (charney) ~ niwʉnʉrʉ, nikwi (charney)","SG ~ PL","say","emission",,"bipartite","suppletion","no",
547,"cree1270","Creek","oponay-íta ~ opona:-hoy-ìta","SG ~ PL","talk","emission",,"bipartite","regular",,"ho(y)/ic insertion"
548,"cree1270","Creek","peyh-k-itá ~ peyh-ho-k-itá ~ pa:h-ic-íta","SG ~ DU ~ PL","whoop","emission",,"tripartite","regular",,"ho(y)/ic insertion"
549,"cree1270","Creek","wo:h-k-itá ~ wo:h-ho-k-íta ~ wo:h-ic-íta","SG ~ DU ~ PL","bark","emission",,"tripartite","regular",,"ho(y)/ic insertion"
550,"guah1255","Guahibo","wahüta ~ wahüka","SG ~ PL","ask for (an object)","emission",,"bipartite","regular",,"ta ~ ka (demander) -- it is possible that this instead of sg/pl (or in addition) encodes generic/specific"
551,"coos1249","Hanis","L!ä- ~ ɣā'la-","SG ~ PL","speak","emission",,"bipartite","suppletion","no",
552,"hopi1249","Hopi","lalvaya ~ lavayta","SG ~ PL","talk about","emission",,"bipartite","suppletion","no",
553,"hopi1249","Hopi","taya’iwta ~ tsutsuya","SG ~ PL","laugh","emission",,"bipartite","suppletion","no","be laughing"
554,"laal1242","Laal","mààr ~ mɨ̀ɨ̀r","SG ~ PL","curse","emission",,"bipartite","regular",,"a > ɨ / i"
555,"imon1245","Imonda","heulõ ~ heual","SG ~ PL","hear","perception",,"bipartite","suppletion","no",
556,"mull1237","Mullukmulluk","lam ~ laram","SG ~ PL","talk","emission",,"bipartite","regular",,
557,"imon1245","Imonda","nagla ~ nògõl","SG ~ PL","see","perception",,"tripartite","suppletion","no",
558,"kett1243","Ket","t-oŋ ~ t-ok-in","SG ~ PL","see","perception",,"bipartite","suppletion","no",
559,"magd1235","Magdalena Peñasco Mixtec","kaa ~ ndaa","SG ~ PL","be seen","perception",,"bipartite","suppletion","no",
560,"nucl1622","Marind","lu ~ hyamin","SG ~ PL","call (sb's name)","emission",,"bipartite","suppletion","no",
561,"nort2942","North Slavey","gohseh ~ gon-","SG ~ PL","talk","emission",,"bipartite","suppletion","no",
562,"nort2942","North Slavey","ʔadehsi ~ adid-","SG ~ PL","say","emission",,"bipartite","suppletion","no",
563,"nort2954","Northern Paiute","yadua ~ apiča, apikʸa","SG ~ PL","talk","emission",,"bipartite","suppletion","no",
