ID,Glottocode,Selector_type,Selector_label,Marker_type,Features,Source,Coder,S_references,A_references,P_references,Alignment
trin1274-p-suffixes-indexing-marker,trin1274,indexing marker,P suffixes,overt,person+number,rose2015sketch[45-46],DI,NONE,NONE,any,accusative
trin1274-s-a-prefixes-indexing-marker,trin1274,indexing marker,S/A prefixes,overt,person+number,rose2015sketch[45-46],DI,any,any,NONE,accusative
trio1238-e-a-o-2so-p-indexing-marker,trio1238,indexing marker,ë-/a-/o- '2So/P',overt,person,meira1999tiriyo[133ff.],MV,2,3_2,NONE,accusative
trio1238-j-i-1sp-p-indexing-marker,trio1238,indexing marker,j(i)- '1Sp/P',overt,person,"meira1999tiriyo[133ff.,179,282-283]",MV,1sg,NONE,1sg_3,ergative
trio1238-k-e-e-ki-1-2-2-1-indexing-marker,trio1238,indexing marker,k(e>ë)-/kï- '1>2/2>1',overt,person,meira1999tiriyo[133ff.],MV,NONE,1sg_2;2_1sg,1sg_2;2_1sg,horizontal
trio1238-k-i-1inclso-p-indexing-marker,trio1238,indexing marker,k(ï)- '1INCLSo/P',overt,person,meira1999tiriyo[133ff.],MV,1incl,NONE,1incl_3,ergative
trio1238-k-kit-1inclsa-a-indexing-marker,trio1238,indexing marker,k(:)-/kït- '1INCLSa/A',overt,person,meira1999tiriyo[133ff.],MV,1incl,1incl_3,NONE,accusative
trio1238-m-mi-mi-2sa-a-indexing-marker,trio1238,indexing marker,m-/mi-/mï- '2Sa/A',overt,person,meira1999tiriyo[133ff.],MV,2,2_3,NONE,accusative
trio1238-n-i-1-3s-a-p-indexing-marker,trio1238,indexing marker,n(i)- '1+3S/A/P',overt,person,meira1999tiriyo[133ff.],MV,1excl,1excl_3,3_1excl,neutral
trio1238-n-i-3s-a-p-indexing-marker,trio1238,indexing marker,n(i)- '3S/A/P',overt,person,meira1999tiriyo[133ff.],MV,3,3_3,NONE,accusative
trio1238-no-flagging,trio1238,flagging,NO_FLAGGING,zero,,"carlin2004trio[144-151,209,285]",HT,any,any,any,neutral
trio1238-null-marker,trio1238,indexing marker,NULL_MARKER,zero,person,meira1999tiriyo[133ff.],MV,NONE,3_1incl;3_1sg;3_2;3_3,NONE,ergative
trio1238-s-t-1sa-indexing-marker,trio1238,indexing marker,s-/t- '1Sa',overt,person,"meira1999tiriyo[133ff.,179,282-283]",MV,1sg,NONE,NONE,horizontal
trio1238-w-wi-wi-1a-indexing-marker,trio1238,indexing marker,w-/wi-/wï- '1A',overt,person,meira1999tiriyo[133ff.],MV,NONE,1sg_3,NONE,ergative
trum1247-erg-marking-flagging,trum1247,flagging,ERG marking,overt,,"guirardello1999trumai[303-304,47]",AN,NONE,any,NONE,ergative
trum1247-no-flagging,trum1247,flagging,NO_FLAGGING,zero,,"guirardello1999trumai[303-304,47]",AN,any,NONE,any,ergative
trum1247-role-not-marked,trum1247,indexing trigger,ROLE_NOT_MARKED,zero,NA,guirardello1999trumai[86-90],AWM,NONE,NONE,NONE,NA
tuka1248-abs-marking-na-flagging,tuka1248,flagging,ABS marking na,overt,,donohue1999tukangbesi[47-67],MV;AN,any,any,any,neutral
tuka1248-erg-marking-te-flagging,tuka1248,flagging,ERG marking te,overt,,donohue1999tukangbesi[47-67],MV;AN,NONE,any,any,horizontal
tuka1248-p-marker-indexing-marker,tuka1248,indexing marker,P marker,overt,person+number,"donohue1999tukangbesi[113,463-464]",MV; AN,NONE,NONE,any,accusative
tuka1248-role-not-marked,tuka1248,indexing trigger,ROLE_NOT_MARKED,zero,person+number,"donohue1999tukangbesi[113,463-464]",MV; AN,NONE,NONE,any,NA
tuka1248-s-a-marker-indexing-marker,tuka1248,indexing marker,S/A marker,overt,person+number,"donohue1999tukangbesi[113,463-464]",MV; AN,any,any,NONE,accusative
tuni1252-no-flagging,tuni1252,flagging,NO_FLAGGING,zero,,haas1941tunica[126-128],DI,any,any,any,neutral
tuni1252-p-paradigm-indexing-marker,tuni1252,indexing marker,P paradigm,overt,person+number,"haas1941tunica[132-133,37,41-58]",DI,any,NONE,any,ergative
tuni1252-s-a-paradigm-indexing-marker,tuni1252,indexing marker,S/A paradigm,overt,person+number,"haas1941tunica[132-133,37,41-58]",DI,any,any,NONE,accusative
tupi1273-a-1sgs-a-indexing-marker,tupi1273,indexing marker,a- '1sgS/A',overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,1sg,1sg_3,NONE,accusative
tupi1273-ere-2sgs-a-indexing-marker,tupi1273,indexing marker,ere- '2sgS/A',overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,2sg,2sg_3,NONE,accusative
tupi1273-i-and-allomorphs-3p-indexing-marker,tupi1273,indexing marker,i- (and allomorphs) '3P',overt,person,"barbosa1956tupi[117-119,124-126]",NCP,3,NONE,3_1pl.excl;3_1pl.incl;3_1sg;3_2pl;3_2sg;3_3,ergative
tupi1273-ia-1pl-incls-a-indexing-marker,tupi1273,indexing marker,îa- '1pl.inclS/A',overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,1pl.incl,1pl.incl_3,NONE,accusative
tupi1273-iande-1pl-incls-p-indexing-marker,tupi1273,indexing marker,îandé '1pl.inclS/P',overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,1pl.incl,NONE,1pl.incl_3,ergative
tupi1273-iepe-flagging,tupi1273,flagging,îepé,overt,,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]",NCP; DI,NONE,2sgPro_1pl.exclPro;2sgPro_1sgPro,NONE,ergative
tupi1273-nde-2sgp-indexing-marker,tupi1273,indexing marker,nde 2sgP,overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,2sg,NONE,2sg_3,ergative
tupi1273-no-flagging,tupi1273,flagging,NO_FLAGGING,zero,,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]",NCP; DI,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;Noun,1pl.exclPro;1pl.inclPro;1sgPro;2plPro_Noun;2sgPro_Noun;Noun,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;Noun,neutral
tupi1273-o-3s-a-indexing-marker,tupi1273,indexing marker,o- '3S/A',overt,person,"barbosa1956tupi[117-119,124-126]",NCP,3,3_3,NONE,accusative
tupi1273-opo-1sg-pl-excl-2pl-indexing-marker,tupi1273,indexing marker,opo- '1sg/pl.excl>2pl',overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,NONE,1pl.excl_2pl;1sg_2pl,2pl_1pl.excl;2pl_1sg,horizontal
tupi1273-ore-1pl-excl-indexing-marker,tupi1273,indexing marker,oré 1pl.excl,overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,1pl.excl,NONE,1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3,ergative
tupi1273-oro-1pl-excls-a-indexing-marker,tupi1273,indexing marker,oro- 1pl.exclS/A,overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,1pl.excl,1pl.excl_2sg;1pl.excl_3;1sg_2sg,2sg_1pl.excl;2sg_1sg,neutral
tupi1273-pe-2pls-a-p-indexing-marker,tupi1273,indexing marker,pe- 2plS/A/P,overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,2pl,2pl_3,2pl_3,neutral
tupi1273-peiepe-flagging,tupi1273,flagging,peîepé,overt,,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]",NCP; DI,NONE,2plPro_1pl.exclPro;2plPro_1sgPro,NONE,ergative
tupi1273-xe-1sg-s-p-indexing-marker,tupi1273,indexing marker,xe 1sg S/P,overt,person+number,"barbosa1956tupi[117-119,124-126]",NCP,1sg,NONE,1sg_2pl;1sg_2sg;1sg_3,ergative
tusc1257-a-excl-indexing-indexing-marker,tusc1257,indexing marker,a- 'excl' indexing,overt,person,williams1974tuscarora[146158],AWM;HT,1du.excl;1pl.excl,NONE,NONE,horizontal
tusc1257-he-1sga-2sga-indexing-indexing-marker,tusc1257,indexing marker,he- '1sgA/2sgA' indexing,overt,person+number,williams1974tuscarora[146158],AWM;HT,NONE,1sg_3du;1sg_3pl;1sg_3sg;2sg_3du;2sg_3pl;2sg_3sg,NONE,ergative
tusc1257-hi-1du-1pl-indexing-indexing-marker,tusc1257,indexing marker,hi- '1du/1pl' indexing,overt,person+number,williams1974tuscarora[146158],AWM;HT,NONE,1du.excl_3du;1du.excl_3pl;1du.excl_3sg;1du.incl_3du;1du.incl_3pl;1du.incl_3sg;1pl.excl_3du;1pl.excl_3pl;1pl.excl_3sg;1pl.incl_3du;1pl.incl_3pl;1pl.incl_3sg,1du.excl_3du;1du.excl_3pl;1du.excl_3sg;1du.incl_3du;1du.incl_3pl;1du.incl_3sg;1pl.excl_3du;1pl.excl_3pl;1pl.excl_3sg;1pl.incl_3du;1pl.incl_3pl;1pl.incl_3sg,horizontal
tusc1257-k-1-indexing-indexing-marker,tusc1257,indexing marker,k- '1' indexing,overt,person,williams1974tuscarora[146158],AWM;HT,1du.excl;1pl.excl;1sg,1du.excl_3du;1du.excl_3pl;1du.excl_3sg;1du.incl_3du;1du.incl_3pl;1du.incl_3sg;1pl.excl_3du;1pl.excl_3pl;1pl.excl_3sg;1pl.incl_3du;1pl.incl_3pl;1pl.incl_3sg;1sg_2sg;1sg_3du;1sg_3pl;1sg_3sg,1du.excl_2du;1du.excl_2pl;1du.excl_2sg;1du.excl_3du;1du.excl_3pl;1du.excl_3sg;1du.incl_2du;1du.incl_2pl;1du.incl_2sg;1du.incl_3du;1du.incl_3pl;1du.incl_3sg;1pl.excl_2du;1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3du;1pl.excl_3pl;1pl.excl_3sg;1pl.incl_2du;1pl.incl_2pl;1pl.incl_2sg;1pl.incl_3du;1pl.incl_3pl;1pl.incl_3sg;1sg_2du;1sg_2pl;1sg_2sg;1sg_3du;1sg_3pl;1sg_3sg,neutral
